claim,claim_en,verdict,train_mask,val_mask,test_mask,health_word
Informe médico de prueba PCR del Hospital Quirónsalud Barcelona: Illa positivo por coronavirus Covid-19,Medical report of the PCR test of the Hospital Quirónsalud Barcelona: Illa positive for coronavirus Covid-19,misinformation,True,False,False,"medical report, hospital"
En el Hospital 12 de Octubre de Madrid se vacuna a personas de 70 años o más con Pfizer sin cita previa,"At the Hospital 12 de Octubre in Madrid, people aged 70 and over are vaccinated with Pfizer without prior appointment",misinformation,True,False,False,hospital
"Statystyki zachorowań na COVID-19 są sztucznie zawyżone przez to, że grypę diagnozuje się jako COVID-19.",COVID-19 incidence statistics are artificially high because the flu is diagnosed as COVID-19.,misinformation,True,False,False,incidence
UCI de un hospital de Valencia vacía el 29 de septiembre de 2020,"ICU of a Valencia hospital empty on September 29, 2020",misinformation,True,False,False,hospital
En el Hospital Virgen Macarena de Sevilla el servicio de cardiovascular entero ha dado positivo por coronavirus junto a varios enfermeros de urgencias,"At the Virgen Macarena Hospital in Seville, the entire cardiovascular service has tested positive for coronavirus along with several emergency room nurses",misinformation,True,False,False,hospital
Los mayores de 60 años pueden retirar de las farmacias un pack de tres mascarillas al mes a partir del día 29 miércoles de julio,Those over 60 years of age can pick up a pack of three masks per month from pharmacies starting on Wednesday 29th of July,misinformation,True,False,False,age
Foto de informe médico de paciente de COVID-19 en Cartagena Murcia,Photo of the medical report of a COVID-19 patient in Cartagena Murcia,misinformation,True,False,False,"medical report, patient"
"Смертность (от коронавируса) оказалась во много раз ниже ожидаемой и близка к смертности от обычного сезонного гриппа (0,2%).",Mortality (from coronavirus) was many times lower than expected and close to mortality from ordinary seasonal flu (0.2%).,misinformation,True,False,False,mortality
В Китае за 2 дня построили больницу для зараженных коронавирусом,"In China, in 2 days, a hospital was built for infected with coronavirus",misinformation,True,False,False,hospital
"Женщины, которые становятся бесплодными от вакцины, - это не теория заговора. Бывший ведущий ученый Pfizer / бывший вице-президент Майк Йидон утверждает, что вакцины от covid-19 могут вызвать бесплодие у женщин. «… Ожидается, что она вызовет образование гуморальных антител против белков-шипов SARS-CoV-2. Синцитин-1, который происходит из эндогенных ретровирусов человека (HERV) и отвечает за развитие плаценты у млекопитающих и людей и, следовательно, является важным условием для успешной беременности, также обнаружен в гомологичной форме в шиповых белках вирусов SARS. Нет никаких указаний на то, будут ли антитела против белков-шипов вирусов SARS действовать как антитела против синцитина-1. Однако, если бы это было так, это также предотвратило бы образование плаценты, что привело бы к фактическому бесплодию вакцинированных женщин. Насколько мне известно, Pfizer / BioNTech еще не выпустила образцы письменных материалов, предоставленных пациентам, поэтому неясно, какая информация, если таковая имеется, включена в (потенциальные) риски, связанные с фертильностью, вызванные антителами. Согласно разделу 10.4.2 протокола исследования Pfizer / BioNTech, женщина детородного возраста (WOCBP) имеет право участвовать, если она не беременна или не кормит грудью и использует приемлемый метод контрацепции, как описано в протоколе исследования во время вмешательства - период (минимум 28 дней после последней дозы исследуемого вмешательства). Это означает, что может пройти относительно много времени, прежде чем можно будет наблюдать заметное количество случаев поствакцинального бесплодия. Вакцины уже давно используются в качестве средства доставки стерилизующих средств женщинам, и не только в странах третьего мира. И нам неоднократно говорили, что беременные женщины должны быть одними из первых, кто получит вакцину от COVID - прямо по команде...» Нам же остается добавить, что мы знаем, что в качестве одной из основных заявленных целей Фонд Билла Гейтса - одного из главных инициаторов этой фальшивой пандемии - является сокращение населения мира. Почти невероятно, чтобы бесплодие как одно из «непредвиденных» последствий применения этих вакцин COVID не обсуждалось на заседаниях правления Пфайзер. Эта пандемия не только привела к самой массовой передаче богатства от среднего класса к элите, фактически убив десятки тысяч малых предприятий, но и способна резко сократить население мира, Друзья. Аборт по требованию не оказал на мировое население того эффекта, на который они надеялись, так как люди отказываются убивать своих нерожденных детей, - теперь необходимо принимать более решительные меры. Это вход в наш мир нового коммунизма или большевизма, называйте как хотите, Друзья, путем прививания в обществе медицинского фашизма. Кстати сказать, этот же доктор объяснил, что «пандемия» закончилась, раскритиковав также как и их создатель, обладатель нобелевки, тесты ПЦР, заявив, что они полная туфта и шляпа, что они обнаруживают не ковид, а неживые, не умеющие размножаться и заражать куски любого коронавируса (не только ковида) в организме или трупы коронавирусов, которые размножаться не могут, и что медицина и наука теперь находятся в средневековье.","Women who become infertile from the vaccine are not a conspiracy theory. Former Pfizer Lead Scientist / Former Vice President Mike Yeedon claims covid-19 vaccines can cause infertility in women. “… It is expected that it will induce the formation of humoral antibodies against the spike proteins of SARS-CoV-2. Syncytin-1, which is derived from human endogenous retroviruses (HERV) and is responsible for the development of the placenta in mammals and humans, and therefore is an essential prerequisite for a successful pregnancy, is also found in homologous form in the spike proteins of SARS viruses. There is no indication as to whether antibodies against the spike proteins of SARS viruses will act as antibodies against syncytin-1. However, if this were the case, it would also prevent placenta formation, which would lead to the actual infertility of the vaccinated women. As far as I know, Pfizer / BioNTech has not yet released samples of written materials provided to patients, so it is unclear what information, if any, is included in the (potential) fertility risks associated with antibodies. According to section 10.4.2 of the Pfizer / BioNTech study protocol, a woman of childbearing age (WOCBP) is eligible to participate as long as she is not pregnant or breastfeeding and is using an acceptable method of contraception as described in the study protocol at the time of the intervention - period (minimum 28 days after last dose of study intervention). This means that it may take a relatively long time before a noticeable number of cases of post-vaccination infertility can be observed. Vaccines have long been used as a means of delivering sterilizing agents to women, and not only in third world countries. And we were repeatedly told that pregnant women should be among the first to receive the COVID vaccine - right on command ... ”We just have to add that we know that as one of the main declared goals of the Bill Gates Foundation - one of the the main initiators of this fake pandemic are the reduction of the world's population. It is almost unbelievable that infertility as one of the “unintended” consequences of these COVID vaccines would not be discussed in Pfizer board meetings. This pandemic has not only led to the most massive transfer of wealth from the middle class to the elite, effectively killing tens of thousands of small businesses, but has the potential to dramatically reduce the world's population, Friends. Demand abortion has not had the effect on the world's population that they hoped for, as people refuse to kill their unborn children - now more drastic action is needed. This is the entrance to our world of a new communism or Bolshevism, call it what you want, Friends, by instilling medical fascism in society. By the way, the same doctor explained that the ""pandemic"" was over, criticizing the PCR tests as well as their creator, the Nobel Prize winner, stating that they are complete bullshit and a hat, that they do not detect covid, but inanimate, unable to reproduce and infect pieces of any coronavirus (not just covid) in the body or corpses of coronaviruses that cannot reproduce, and that medicine and science are now in the Middle Ages.",misinformation,True,False,False,age
"De acordo com a Medida Provisória Nº 922 / de 18 de março de 2020, o cidadão acima de 60 anos que estiver na rua a partir do dia 20/03/2020, terá sua aposentadoria suspensa por tempo indeterminado. Filhos e netos acima de 18 anos serão responsabilizados com multa de R$ 1.045,00 (Mil e quarenta e cinco reais). Essa medida foi feita para assegurar a saúde pública/privada da ameaça atual do COVID19","According to Provisional Measure No. 922 / of March 18, 2020, citizens over 60 years of age who are on the streets as of 03/20/2020, will have their retirement suspended indefinitely. Children and grandchildren over 18 years of age will be liable with a fine of R$1,045.00 (one thousand and forty-five reais). This measure was taken to ensure public/private health from the current threat of COVID19",misinformation,True,False,False,age
"De acordo com a Medida Provisória nº 922/ de 18 de março de 2020, o cidadão acima de 60 anos que estiver na rua a partir do dia 20/03/2020, terá sua aposentadoria suspensa por tempo indeterminado.","According to Provisional Measure No. 922/ of March 18, 2020, citizens over 60 years of age who are on the streets as of 03/20/2020 will have their retirement suspended indefinitely.",misinformation,True,False,False,age
Falso enfermeiro preso no hospital onde Bolsonaro foi internado,False nurse arrested at the hospital where Bolsonaro was admitted,misinformation,True,False,False,hospital
Policia Civil de SP acaba de prender um falso enfermeiro dentro das dependencias do Vila Nova Star onde o Presidente Jair Bolsonaro está internado. Joilton Batista Silverio foi detido pela segurança do hospital já dentro no andar onde Bolsonaro se recupera da obstrução intestinal. Ele tem passagem na policia por tentativa de homicidio e é filiado ao PCdoB,Civil Police of SP has just arrested a fake nurse inside the premises of Vila Nova Star where President Jair Bolsonaro is hospitalized. Joilton Batista Silverio was detained by hospital security on the floor where Bolsonaro is recovering from intestinal obstruction. He has a police record for attempted murder and is affiliated with the PCdoB,misinformation,True,False,False,hospital
Policia Civil de SP prendeu um falso enfermeiro dentro do Vila Nova Star onde o presidente Jair Bolsonaro está internado. Joilton Batista Silverio foi detido pela segurança do hospital já dentro no andar onde Bolsonaro se recupera da obstrução intestinal. Ele tem passagem na polícia por tentativa de homicídio e é filiado ao PCdoB.,Civil Police of SP arrested a fake nurse inside the Vila Nova Star where President Jair Bolsonaro is hospitalized. Joilton Batista Silverio was detained by hospital security on the floor where Bolsonaro is recovering from intestinal obstruction. He has a police record for attempted murder and is a member of the PCdoB.,misinformation,True,False,False,hospital
Falso enfermeiro é preso em hospital onde Bolsonaro está internado,False nurse arrested in hospital where Bolsonaro is hospitalized,misinformation,True,False,False,hospital
FDA alertou para risco de infarto por vacina da Covid-19.,FDA warned of risk of heart attack from Covid-19 vaccine.,misinformation,True,False,False,heart attack
"Carlos Bolsonaro tomou vacina contra a Covid-19 no Hospital Central do Exército, no Rio de Janeiro",Carlos Bolsonaro was vaccinated against Covid-19 at the Army's Central Hospital in Rio de Janeiro,misinformation,True,False,False,hospital
"A Eslováquia é o primeiro país da União Europeia a registrar oficialmente a ivermectina no tratamento contra a covid. A taxa de mortalidade em lares de idosos é de cerca de 30%. Depois de tratar residentes com ivermectina, essa taxa em uma série de casos caiu para cerca de 5%.","Slovakia is the first country in the European Union to officially register ivermectin for treatment against covid. The mortality rate in nursing homes is around 30%. After treating residents with ivermectin, that rate in one case series dropped to about 5%.",misinformation,True,False,False,mortality
L'hôpital de Wuhan en Chine en cours de construction,Wuhan hospital in China under construction,misinformation,False,True,False,hospital
"Des lits d'hôpitaux vides, la réalité de la pandémie au Brésil","Empty hospital beds, the reality of the pandemic in Brazil",misinformation,True,False,False,hospital
Disha Ravi is a single mother at the age of 21,Disha Ravi is a single mother at the age of 21,misinformation,True,False,False,age
Amitabh Bachchan recorded a video message for doctors of Nanavati hospital after he was hospitalised post testing COVID positive,Amitabh Bachchan recorded a video message for doctors of Nanavati hospital after he was hospitalised post testing COVID positive,misinformation,True,False,False,hospital
"Bharat Biotech’s Made-in-India vaccine against Covid-19, Covaxin, has been approved for children above the age of 12 years.","Bharat Biotech’s Made-in-India vaccine against Covid-19, Covaxin, has been approved for children above the age of 12 years.",misinformation,True,False,False,age
"Coronavirus case numbers are so high because anyone who walks into hospital - be it with a broken leg or bullet wound - is ""written up as Covid positive"".","Coronavirus case numbers are so high because anyone who walks into hospital - be it with a broken leg or bullet wound - is ""written up as Covid positive"".",misinformation,True,False,False,hospital
"COVID-19 is being put on death certificates fraudulently, without a test having been carried out and when the patient died of something else.","COVID-19 is being put on death certificates fraudulently, without a test having been carried out and when the patient died of something else.",misinformation,True,False,False,patient
“Поручил Минтруду России совместно с Минфином России разработать меры по содействию занятости на рынке труда граждан предпенсионного возраста”,"""Instructed the Ministry of Labor of Russia, together with the Ministry of Finance of Russia, to develop measures to promote employment in the labor market for citizens of pre-retirement age""",misinformation,True,False,False,age
"“Рост продолжительности жизни связан со снижением смертности лиц трудоспособного возраста. По предварительным данным Росстата, смертность лиц трудоспособного возраста в Российской Федерации в 2018 году по сравнению с 2017 годом снизилась на 0,6% (с 484,5 до 481,6 на 100 тыс. человек)”","“The increase in life expectancy is associated with a decrease in mortality among people of working age. According to preliminary data from Rosstat, the mortality rate of people of working age in the Russian Federation in 2018 compared to 2017 decreased by 0.6% (from 484.5 to 481.6 per 100 thousand people) """,factual,True,False,False,"mortality, age"
El hospital de Ibiza está engordando las cifras de contagios por COVID-19,The Ibiza hospital is increasing the numbers of infections by COVID-19,misinformation,True,False,False,hospital
“No ha habido ningún país de Europa con mayor incidencia de muertes por habitante (que España)”,"""There has been no country in Europe with a higher incidence of deaths per inhabitant (than Spain)""",misinformation,True,False,False,incidence
"""Se desploman los ingresos hospitalarios por COVID en la última semana (-66%) y bajan también en las UCI (-11%)""","""Hospital admissions for COVID plummeted in the last week (-66%) and also fell in ICUs (-11%)""",misinformation,True,False,False,hospital
"Clip of last night, with doctors at the Reliance Foundation Hospital, Mumbai. You are a Legend Rishiji you will always be in our hearts and mind","Clip of last night, with doctors at the Reliance Foundation Hospital, Mumbai. You are a Legend Rishiji you will always be in our hearts and mind",misinformation,True,False,False,hospital
Śmiertelność w przypadku zakażenia wariantem Delta koronawirusa SARS-CoV-2 jest większa w grupie zaszczepionych niż niezaszczepionych.,The mortality rate of infection with the Delta variant of the SARS-CoV-2 coronavirus is higher in the vaccinated group than in the unvaccinated group.,misinformation,True,False,False,mortality
"Szczepienia, które być może ruszą 25 stycznia, nie obejmą już całej grupy seniorów, tak jak to było planowane, tylko już powyżej 70 roku życia.","Vaccinations, which may start on January 25, will no longer cover the entire group of seniors, as it was planned, but only those over 70 years of age.",misinformation,True,False,False,age
"Kiedyś Włochy, od których wszystko to się zaczęło w Europie, pamiętamy te ogromne liczby, dzisiaj tam ta dobowa zachorowalność na koronawirusa to jest 150-200, a w Polsce 700-1000.","Once upon a time, Italy, where it all began in Europe, we remember these huge numbers, today there is a daily incidence of coronavirus there is 150-200, and in Poland 700-1000.",misinformation,True,False,False,incidence
"The new Apple Watch Series 4 includes ""the first ECG product offered over-the-counter directly to consumers.""","The new Apple Watch Series 4 includes ""the first ECG product offered over-the-counter directly to consumers.""",misinformation,True,False,False,ecg
Says “no one under the age of 20 has died of the coronavirus. We still don’t know whether children can get it and transmit it to others.”,Says “no one under the age of 20 has died of the coronavirus. We still don’t know whether children can get it and transmit it to others.”,misinformation,True,False,False,age
"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""","Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""",misinformation,True,False,False,hospital
"“Disparities in infant mortality between white America and black America (are) greater today, in 2019, than in the year 1850...”","“Disparities in infant mortality between white America and black America (are) greater today, in 2019, than in the year 1850...”",factual,True,False,False,mortality
"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him.""","Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him.""",misinformation,False,False,True,hospital
“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,misinformation,True,False,False,hospital
"“The drinking age, as I noted, was 18, so the seniors were legal, senior year in high school, people were legal to drink.”","“The drinking age, as I noted, was 18, so the seniors were legal, senior year in high school, people were legal to drink.”",misinformation,False,True,False,age
"""DMX received COVID vaccine days before heart attack.""","""DMX received COVID vaccine days before heart attack.""",misinformation,True,False,False,heart attack
Ce message d’une infectiologue du CHU de Toulouse sur 4 cas graves de coronavirus est-il vrai ?,Is this message from an infectious disease specialist at Toulouse University Hospital on 4 serious cases of coronavirus true?,misinformation,True,False,False,hospital
صورة أكبر شخص على قيد الحياة بعمر ٢٧٣ سنة وهو صيني مسلم.,"Picture of the oldest person alive at the age of 273 years, a Chinese Muslim.",misinformation,True,False,False,age
"After publicly announcing his cancer diagnosis in February 2020, Rush Limbaugh retired from the ""Rush Limbaugh Show.""","After publicly announcing his cancer diagnosis in February 2020, Rush Limbaugh retired from the ""Rush Limbaugh Show.""",misinformation,True,False,False,diagnosis
"A gunman associated with the Black Lives Matter (BLM) movement shot and wounded two Los Angeles County sheriff's deputies on Sept. 12, 2020, and BLM protesters afterwards blocked emergency access to the hospital where the deputies received medical treatment.","A gunman associated with the Black Lives Matter (BLM) movement shot and wounded two Los Angeles County sheriff's deputies on Sept. 12, 2020, and BLM protesters afterwards blocked emergency access to the hospital where the deputies received medical treatment.",misinformation,False,False,True,hospital
"U.S. President Donald Trump issued an executive order in July 2020 that will lower the price Americans pay for insulin to ""pennies a day.""","U.S. President Donald Trump issued an executive order in July 2020 that will lower the price Americans pay for insulin to ""pennies a day.""",misinformation,True,False,False,insulin
Rapper DMX had a Covid-19 vaccine days before he died of a heart attack.,Rapper DMX had a Covid-19 vaccine days before he died of a heart attack.,misinformation,True,False,False,heart attack
DMX took the COVID-19 vaccine days before he suffered a heart attack.,DMX took the COVID-19 vaccine days before he suffered a heart attack.,misinformation,True,False,False,heart attack
"“WHO data shows [that] ivermectin reduces COVID-19 mortality by 81%, but they won’t recommend it?”","“WHO data shows [that] ivermectin reduces COVID-19 mortality by 81%, but they won’t recommend it?”",misinformation,True,False,False,mortality
Viral video of patients lying outside the hospital is in Hyderabad,Viral video of patients lying outside the hospital is in Hyderabad,misinformation,True,False,False,hospital
"Conteúdo verificado: Post do site Sappno afirma que estudo provou que o uso de cloroquina e azitromicina é responsável pela cura de 98,7% dos pacientes com covid-19 em um hospital francês",Content Verified: Sappno website post states that study proved that the use of chloroquine and azithromycin is responsible for the cure of 98.7% of patients with covid-19 in a French hospital,misinformation,True,False,False,hospital
Joe Biden is responsible for the rising cost of insulin,Joe Biden is responsible for the rising cost of insulin,misinformation,True,False,False,insulin
La legalización del aborto reduce la mortalidad materna,Legalization of abortion reduces maternal mortality,factual,False,True,False,mortality
La desnutrición infantil a nivel mundial causa la mitad de las muertes en niños menores de cinco años,Child malnutrition globally causes half of deaths in children under five years of age,factual,True,False,False,age
El hambre abarca a más del 50% de los chicos y jóvenes menores de 17 años,Hunger encompasses more than 50% of children and young people under 17 years of age,misinformation,True,False,False,age
La Argentina es el país con mayor obesidad infantil en América Latina,Argentina is the country with the highest childhood obesity in Latin America,factual,True,False,False,obesity
"Ein Kettenbrief zum neuartigen Coronavirus geistert seit Wochen durch die sozialen Netzwerke. Mal heißt es darin, die Ratschläge kämen von ""Experten aus Taiwan"" oder einem ""italienischen Arzt"" aus der chinesischen Stadt Shenzhen; mal sind es ein ""Krankenhaus-Chefarzt & Stationsleitung"", die Stadt Wien oder die UN-Kinderhilfsorganisation Unicef. Der Kettenbrief wird in mehreren Versionen in verschiedenen Sprachen geteilt. Kern des Textes ist oft die Behauptung, der Erreger Sars-CoV-2 sterbe bei 26 bis 27 Grad Celsius ab.","A chain letter about the new type of corona virus has been haunting social networks for weeks. Sometimes it says that the advice comes from ""experts from Taiwan"" or an ""Italian doctor"" from the Chinese city of Shenzhen; sometimes it is a ""hospital chief physician & ward management"", the city of Vienna or the UN children's aid organization Unicef. The chain letter is divided into several versions in different languages. The core of the text is often the claim that the Sars-CoV-2 pathogen dies at 26 to 27 degrees Celsius.",misinformation,True,False,False,hospital
"Die Stadt Bergamo im Norden Italiens ist eine der am stärksten von der Corona-Pandemie betroffenen Kommunen. In einem Kettenbrief, der auf WhatsApp und Facebook geteilt wird, heißt es, an nur einem Tag seien dort 800 Menschen an Covid-19 gestorben. Über das italienische Lied ""Rinascerò, Rinascerai"" des Sängers Roby Facchinetti steht dort, dessen Urheberrechte seien an das Krankenhaus in Bergamo überschrieben worden. Und weiter: ""Jeder Klick auf das Video ist damit quasi eine Spende, da YouTube dem Inhaber Geld pro Klick bezahlt.""","The city of Bergamo in northern Italy is one of the communities hardest hit by the corona pandemic. A chain letter shared on WhatsApp and Facebook said that 800 people died of Covid-19 in just one day. It says about the Italian song ""Rinascerò, Rinascerai"" by the singer Roby Facchinetti, whose copyrights have been transferred to the Bergamo hospital. And further: ""Every click on the video is a kind of donation, as YouTube pays the owner money per click.""",misinformation,True,False,False,hospital
Pasien Covid-19 yang juga terinfeksi jamur hitam yang diklaim dari di Sri Lanka,Covid-19 patient also infected with black fungus claimed from in Sri Lanka,misinformation,True,False,False,patient
Thailand berhasil menyembuhkan pasien virus Corona Wuhan dengan ganja,Thailand successfully cures Wuhan coronavirus patient with marijuana,misinformation,True,False,False,patient
Ada pasien yang positif terinfeksi virus Corona Wuhan di RS Bahteramas Kendari,There is a positive patient infected with the Wuhan Corona virus at the Bahteramas Hospital Kendari,misinformation,True,False,False,"hospital, patient"
In Brasilien sei ein Arzt als Teilnehmer einer klinischen Studie infolge einer Corona-Impfung verstorben.,"In Brazil, a doctor died as a participant in a clinical study as a result of a corona vaccination.",misinformation,True,False,False,clinical study
"RKI bestätigt Covid-19 Sterblichkeitsrate von 0,01 Prozent in Deutschland",RKI confirms Covid-19 mortality rate of 0.01 percent in Germany,misinformation,True,False,False,mortality
"Im Schnitt würden pro Tag mehr Menschen durch Fehlbehandlungen, Krankenhauskeime und Medikamentennebenwirkungen sterben als an Covid-19.","On average, more people per day would die from incorrect treatment, hospital germs and drug side effects than from Covid-19.",misinformation,True,False,False,hospital
"Die Corona-Pandemie sei inzwischen „beendet“, wenn die Weltgesundheitsorganisation (WHO) ihre „Richtlinien“ nicht geändert hätte; früher sei eine hohe Sterblichkeit Voraussetzung für „Pandemie“-Definition gewesen.","The corona pandemic has now ""ended"" if the World Health Organization (WHO) had not changed its ""guidelines""; In the past, a high mortality rate was a prerequisite for the ""pandemic"" definition.",misinformation,True,False,False,mortality
Erstes Ergebnis des umstrittenes Alterstests in Schweden: Von den 581 untersuchten „minderjährigen“ Asylbewerbern sind um die 75 Prozent älter als 18 Jahre.,"The first result of the controversial age test in Sweden: of the 581 “underage” asylum seekers examined, around 75 percent are older than 18 years.",misinformation,True,False,False,age
"Alle 75 Mitarbeiter der Kinderstation im Uniklinikum Mannheim hätten nach der ersten Covid-19-Impfdosis Nebenwirkungen gehabt; alle 30 Mitarbeiter, die die zweite Dosis erhielten, seien mit „teils heftigen Nebenwirkungen“ krankgeschrieben.","All 75 employees of the children's ward at Mannheim University Hospital had side effects after the first dose of Covid-19 vaccine; all 30 employees who received the second dose were on sick leave with ""sometimes severe side effects"".",misinformation,True,False,False,hospital
"Det som er helt uforståelig, er at kvinner som ikke har barn – eller barn over 16 år – jobber mer deltid enn småbarnsmødrene.",What is completely incomprehensible is that women who do not have children - or children over the age of 16 - work more part-time than mothers of young children.,factual,True,False,False,age
"Kvinner som ikke har barn, eller som har barn over 16 år, jobber mer deltid enn småbarnsmødre.","Women who do not have children, or who have children over the age of 16, work more part-time than mothers of young children.",factual,True,False,False,age
ਦੇਸ਼ ਵਿਚ ਤੇਜ਼ੀ ਨਾਲ ਵੱਧ ਰਹੇ COVID-19 ਸੰਕ੍ਰਮਣ ਵਿਚਕਾਰ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਵਾਇਰਲ ਹੋ ਰਹੇ ਵੀਡੀਓ ਵਿਚ ਹਸਪਤਾਲ ਅੰਦਰ ਮਰੀਜਾਂ ਦੀ ਭੀੜ ਨੂੰ ਵੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ। ਇਸ ਵੀਡੀਓ ਨੂੰ ਸੋਸ਼ਲ ਮੀਡੀਆ ਯੂਜ਼ਰ ਬੰਗਲੁਰੂ ਦੇ ਹਸਪਤਾਲ ਸਣੇ ਵੱਖ-ਵੱਖ ਦਾਵਿਆਂ ਨਾਲ ਸ਼ੇਅਰ ਕਰ ਰਹੇ ਹਨ।,"Amid the rapidly growing COVID-19 infection in the country, the video, which went viral on social media, shows a crowd of patients inside the hospital. The video is being shared by social media users with various claims, including from a hospital in Bangalore.",misinformation,True,False,False,hospital
दावा किया जा रहा है कि इस साल के बजट के मुताबिक 75 वर्ष से ऊपर आयु के वरिष्ठ नागरिकों को अब टैक्स नहीं देना होगा।,"It is being claimed that according to this year's budget, senior citizens above 75 years of age will no longer have to pay tax.",misinformation,True,False,False,age
புதுடெல்லி (விஸ்வாஸ் செய்தி): ஆரோக்கியமான நபர் மருத்துவமனைக்கு வெளியே முகக்கவசம் அணிவதற்கு எந்த அறிவியல் காரணமும் இல்லை என்று 22 ஜனவரி அன்று உலக சுகாதார அமைப்பு கூறியதாக சமூக ஊடகங்களில் வைரலாகி வரும் ஒரு பதிவு கூறுகிறது.,"New Delhi: The World Health Organization (WHO) said on January 22 that there was no scientific reason for a healthy person to wear a face mask outside a hospital, according to a viral post on social media.",misinformation,True,False,False,hospital
Rygning beskytter mod coronavirus,Smoking protects against coronavirus,misinformation,True,False,False,smoking
O estudo mostrou uma menor incidência de contágio pela covid-19 entre trabalhadores ativos que estão exercendo sua atividade profissional normalmente e saindo de casa todos os dias,The study showed a lower incidence of covid-19 contagion among active workers who are exercising their professional activity normally and leaving home every day,misinformation,True,False,False,incidence
Como saber que está infectado com o Covid-19: 1. Comichão na garganta 2. Garganta seca 3. Tosse seca 4. Alta temperatura 5. Falta de ar 6. Perda do olfato…,How to know you are infected with Covid-19: 1. Itchy throat 2. Dry throat 3. Dry cough 4. High temperature 5. Shortness of breath 6. Loss of smell…,factual,True,False,False,shortness of breath
Garantir alfabetização das crianças até os sete anos,Ensuring literacy for children up to seven years of age,misinformation,True,False,False,age
"“Mortes em todo o mundo entre 01/01/2020 e 31/12/2020 Abortos .... 42.652.318 HIV / AIDS 42.371.649 Câncer .... 8.226.779 Malária .... 395.006 Fumo .... 5.007.485 Álcool .... 2.505.326 Suicídios .... 1.074.164 Tráfegos .... 1.352.186 Coronavírus .... 1.810.360 Fontes: Worldmeters e Google Nem sempre as mortes serão causadas por um vírus, tem coisas piores matando a população.”","“Deaths worldwide between 01/01/2020 and 31/12/2020 Abortions….42,652,318 HIV/AIDS 42,371,649 Cancer….8,226,779 Malaria….395,006 Smoking… . 5,007,485 Alcohol .... 2,505,326 Suicides .... 1,074,164 Traffics .... 1,352,186 Coronavirus .... 1,810,360 Sources: Worldmeters and Google Deaths will not always be caused by a virus , there are worse things killing the population.”",misinformation,True,False,False,smoking
"O Ceará, hoje, tem uma das menores mortalidades infantis do Brasil",Ceará today has one of the lowest infant mortality rates in Brazil,misinformation,True,False,False,mortality
Já que a gente tem observado um aumento do suicídio nessa faixa etária [criança e adolescente],Since we have observed an increase in suicide in this age group [child and adolescent],factual,True,False,False,age
"Orientações do RHP - (Real Hospital Português) sobre como enfrentar melhor o coronavírus: 01. Tome Vit C; 02. Vitamina E; 03. 10:00 - 11h luz solar por 15-20 minutos; 04. Coma ovos; 05. Descanse / durma de 7 a 8 horas; 06. Beba 1,5L de água diariamente e todas as refeições devem ser quentes (não frias). É o que fazemos no hospital",Guidelines from the RHP - (Real Hospital Português) on how to better face the coronavirus: 01. Take Vit C; 02. Vitamin E; 03. 10:00 - 11:00 sunlight for 15-20 minutes; 04. Eat eggs; 05. Rest / sleep for 7 to 8 hours; 06. Drink 1.5L of water daily and all meals should be hot (not cold). It's what we do at the hospital,misinformation,True,False,False,hospital
"Repassando: Primeira fase de imunização dos Idosos 01 de março - 74 anos 02 de março - 73 anos (...) 25 de março - 56 anos 26 de março - 55 anos Se vc não chegou nessas faixas etárias, algum amigo ou familiar seu com certeza sim, repasse vc tbem","Reviewing: First phase of immunization of the Elderly March 1st - 74 years old March 2nd - 73 years old (...) March 25th - 56 years old March 26th - 55 years old If you haven't arrived in these age groups, a friend or relative of yours for sure, pass you on too",misinformation,True,False,False,age
"Die Maskenpflicht ist eine ""medizinische Zwangsmaßnahme"". Die arbeitsmedizinischen Vorschriften für FFP2-Masken können im Alltag nicht umgesetzt werden. Angela Merkel hat 2020 20 Krankenhäuser und 3000 Krankenhausbetten geschlossen. Bisher sind 0,08 Prozent der deutschen Bevölkerung an Corona gestorben, das steht in keinem Verhältnis mit den Maßnahmen.","The mask requirement is a ""compulsory medical measure"". The occupational health regulations for FFP2 masks cannot be implemented in everyday life. Angela Merkel closed 20 hospitals and 3,000 hospital beds in 2020. So far, 0.08 percent of the German population has died of Corona, which is out of proportion to the measures.",misinformation,True,False,False,hospital
The Conservatives’ ambition is a state pension age of 75.,The Conservatives’ ambition is a state pension age of 75.,misinformation,True,False,False,age
The average age of death from Covid-19 is 82.,The average age of death from Covid-19 is 82.,factual,True,False,False,age
