claim,claim_en,verdict,train_mask,val_mask,test_mask
"“Seis pessoas morreram no estágio final dos testes da Pfizer com a vacina COVID-19, revelou a Food and Drug Administration”","""Six people died in the final stages of Pfizer's testing of the COVID-19 vaccine, revealed the Food and Drug Administration""",misinformation,True,False,False
Meirelles [está] gastando R$ 43 milhões [na campanha]. Nós gastamos R$ 700,Meirelles [is] spending R$ 43 million [on the campaign]. We spent R$700,factual,True,False,False
E dividir também 21 mil que morreram em São Paulo [de Covid-19],And also divide 21 thousand who died in São Paulo [from Covid-19],misinformation,True,False,False
"PF conclui inquérito sobre triplex de Guarujá, inocenta Lula e indicia a dona","PF concludes investigation on Guarujá triplex, acquits Lula and indicts owner",misinformation,False,False,True
Jovem se esfaqueia para provar que facada de Bolsonaro foi falsa e acaba morrendo,Young man stabs himself to prove that Bolsonaro's stab was false and ends up dying,misinformation,True,False,False
"Dados oficiais do INPE mostram que o governo Bolsonaro, mantém o menor índice de queimadas na Amazônia, desde 1998. A mídia insinuou que o número é o maior dos últimos anos. Acomodados com a mentira, a imprensa insiste em um modelo medíocre e caótico de desinformação","Official data from INPE show that the Bolsonaro government maintains the lowest rate of fires in the Amazon since 1998. The media insinuated that the number is the highest in recent years. Accommodated with the lie, the press insists on a mediocre and chaotic model of disinformation",misinformation,True,False,False
Imagem de satélite aponta possível cremação em massa na China devido ao coronavírus,Satellite image points to possible mass cremation in China due to coronavirus,misinformation,True,False,False
"Se eu acreditasse na pesquisa Ibope, Bolsonaro não era presidente. Era o Haddad, o Ciro ou o Alckmin, os três ganhavam dele na pesquisa Ibope das últimas semanas","If I believed the Ibope poll, Bolsonaro was not president. It was Haddad, Ciro or Alckmin, the three beat him in the Ibope survey of the last few weeks",misinformation,False,False,True
[Há] 440 mil crianças [com idade entre 4 e 5 anos] sem vaga [na educação infantil] no Brasil,"[There are] 440,000 children [aged 4 to 5] without a place [in early childhood education] in Brazil",factual,True,False,False
"[Bolsonaro] é o presidente mais mal avaliado da série histórica, pegando o Datafolha (...)","[Bolsonaro] is the worst rated president of the historical series, taking Datafolha (...)",factual,False,False,True
"“A FOX-News americana acaba de divulgar que, segundo levantamento e análise de dados, Donald Trump teria 321 votos, no Colégio Eleitoral, contra 217 de Joe Biden!”","""The American FOX-News has just announced that, according to a survey and data analysis, Donald Trump would have 321 votes, in the Electoral College, against 217 for Joe Biden!""",misinformation,True,False,False
Senadora Gleisi Hoffmann pede homenagem para o Lula na Europa. Vejam o que aconteceu,Senator Gleisi Hoffmann asks for tribute to Lula in Europe. see what happened,misinformation,False,False,True
Advogado de Lula vira réu por embolsar R$ 68 milhões da Fecomércio,Lula's lawyer becomes a defendant for pocketing R$ 68 million from Fecomércio,misinformation,False,False,True
34%. Haddad dispara nas pesquisas (imagem),34%. Haddad shoots in polls (image),misinformation,True,False,False
52 milhões de brasileiros [vivem] abaixo da linha da pobreza,52 million Brazilians [live] below the poverty line,factual,True,False,False
“O presidente eleito [Bolsonaro] e seu filho [Eduardo] votaram conta a Lei Brasileira de Inclusão (LBI)”,“The elected president [Bolsonaro] and his son [Eduardo] voted against the Brazilian Inclusion Law (LBI)”,misinformation,False,False,True
Olha Copacabana como está agora!!! Manifestação *#Elesim* (vídeo),Look at Copacabana as it is now!!! Manifestation *#Elesim* (video),misinformation,False,False,True
Esse é o MP-RJ que está investigando o Flávio Bolsonaro sem ordem judicial,This is the MP-RJ that is investigating Flávio Bolsonaro without a court order,misinformation,False,False,True
... foi considerada a melhor foto deste século. Uma leoa e seu filhote estava em enorme dificuldade. Um elefante percebeu que o filhote morreria e o levou em sua tromba até uma poça d’água caminhando ao lado da mãe. E nós chamamos animais selvagens!,"... was considered the best photo of this century. A lioness and her cub were in huge trouble. An elephant realized that the calf was going to die and carried it in its trunk to a pool of water, walking beside its mother. And we call it wild animals!",factual,True,False,False
Vacinas contra covid-19 podem causar alterações genéticas,Covid-19 vaccines can cause genetic changes,misinformation,True,False,False
Vacinas da Covid-19 podem alterar o DNA das pessoas,Covid-19 vaccines can alter people's DNA,misinformation,True,False,False
O Brasil virou o país com o maior número de homicídios do mundo,Brazil became the country with the highest number of homicides in the world,factual,True,False,False
Militar preso com os 3 quilos de cocaína em avião presidencial. Só coincidência,Military man arrested with 3 kilos of cocaine in a presidential plane. just coincidence,misinformation,True,False,False
A Califórnia (...) reconheceu os motoristas de aplicativo como trabalhadores com direitos trabalhistas,California (...) recognized app drivers as workers with labor rights,factual,True,False,False
A vitória de Bolsonaro precisa ser relativizada. O Bolsonaro teve 39% do conjunto da sociedade brasileira [eleitores na eleição de 2018]. Ele teve 55% do conjunto dos que votaram,Bolsonaro's victory needs to be put into perspective. Bolsonaro had 39% of Brazilian society as a whole [electors in the 2018 election]. He had 55% of those who voted,factual,False,False,True
"There were more ballots cast in Gwinnett County, Georgia, than there are registered voters","There were more ballots cast in Gwinnett County, Georgia, than there are registered voters",misinformation,False,False,True
"""Seven Milwaukee wards report more 2020 presidential votes than registered voters”","""Seven Milwaukee wards report more 2020 presidential votes than registered voters”",misinformation,False,False,True
Inexplicavelmente tem mais votos computados do que eleitores registrados em Wisconsin,Inexplicably has more votes tallied than registered voters in Wisconsin,misinformation,False,False,True
“REVIRAVOLTA: USP COMPROVA QUE PESSOAS EM CONFINAMENTO SÃO MAIS VULNERÁVEIS A CONTAMINAÇÃO POR COVID”,"""TURNOVER: USP PROVES THAT PEOPLE IN CONTAMINATION ARE MORE VULNERABLE TO CONTAMINATION BY COVID""",misinformation,True,False,False
O recorde em 2016 [foi] de mais de 60 mil homicídios no Brasil,"The record in 2016 [was] over 60,000 homicides in Brazil",factual,True,False,False
"30% das crianças estão na pobreza, na faixa dos idosos, são 7%","30% of children are in poverty, among the elderly, there are 7%",misinformation,True,False,False
A violência contra a mulher atinge mais as negras,Violence against women affects black women more,factual,True,False,False
"Thomas Clarence, homem honesto e honrado, que foi difamado, humilhado e acusado por Joe Biden em 1991 por abuso sexual, espancamento de sua esposta, de ser gay, é o homem que preside a Suprema Corte americana que julgará as fraudes eleitorais","Thomas Clarence, an honest and honorable man who was defamed, humiliated and accused by Joe Biden in 1991 of sexual abuse, beating his wife, of being gay, is the man who presides over the US Supreme Court that will try electoral fraud",misinformation,False,True,False
O SuperComputador do TSE que apurou as eleições não é um super computador...físico...É um serviço de nuvem terceirizado,The TSE SuperComputer that voted in the elections is not a super computer...physical...It's a third-party cloud service,misinformation,False,False,True
"STF concede liberdade a Elias Maluco, assassino de Tim Lopes","STF grants freedom to Elias Maluco, killer of Tim Lopes",misinformation,True,False,False
O coronavírus afetou mais a população preta e parda do que a população branca [em São Paulo],The coronavirus affected more the black and brown population than the white population [in São Paulo],factual,True,False,False
"Em Manaus, enquanto a televisão anunciava 136 sepultamentos num único dia (21/04), os cartórios registraram apenas 8 óbitos","In Manaus, while television announced 136 burials in a single day (04/21), the registry offices registered only 8 deaths",misinformation,True,False,False
Mortes no Brasil: Julho 2019 - 119.390 (sem pandemia) Julho 2020 - 113.475 (com pandemia),"Deaths in Brazil: July 2019 - 119,390 (without pandemic) July 2020 - 113,475 (with pandemic)",misinformation,True,False,False
Estudantes da USP questionam no programa ENCONTRO de Fátima Bernardes o motivo de não conseguirem emprego. Eles afirmam que são vítimas de preconceito,USP students question in the ENCONTRO de Fátima Bernardes program the reason for not getting a job. They claim they are victims of prejudice.,misinformation,True,False,False
[O Brasil é] o 6º país no mundo que mais mata jornalistas,[Brazil is] the 6th country in the world that kills the most journalists,misinformation,True,False,False
Temos divulgado desde junho o atendimento precoce. Não confundam atendimento precoce com que remédio tomar,"Since June, we have been disclosing early care. Do not confuse early care with what medicine to take",misinformation,True,False,False
"Na Irlanda o Governo colocou este aviso eletrônico no pedágio, avisando a população: vacinas podem causar paralisia, tirem duas máscaras* máscaras acumulam germes, testes de covid são fraudulentos 95% dos testes de covid são falso positivo. vacina não é segura","In Ireland the Government has put this electronic notice at the toll, warning the population: vaccines can cause paralysis, take off two masks* masks accumulate germs, covid tests are fraudulent 95% of covid tests are false positive. vaccine is not safe",misinformation,True,False,False
OMS admite que alto número de falsos positivos dos testes de PCR criaram uma falsa pandemia,WHO admits that high numbers of false positives from PCR tests created a false pandemic,misinformation,True,False,False
COVID-19: estudo da USP comprova eficácia da hidroxicloroquina e da azitromicina,COVID-19: USP study proves the efficacy of hydroxychloroquine and azithromycin,misinformation,True,False,False
"“PARECE PIADA, MAS NÃO É! Flávio Dino fecha contrato milionário para construção de motel para presos em plena pandemia”","“It sounds like a joke, but it's not! Flávio Dino signs a million-dollar contract to build a motel for prisoners in the middle of a pandemic""",misinformation,True,False,False
"MARIANA GROSS COMEMORANDO a vitoria do Flamengo (deve ser o time dela né) sobre o Vasco. Ela PODE SE AGLOMERAR PARA FESTEJAR, mas na edição do RJTV manda você ficar em casa entendeu ??","MARIANA GROSS CELEBRATING Flamengo's victory (it must be her team, right) over Vasco. She CAN CLUSTER TO PARTY, but in the RJTV edition she tells you to stay at home, got it ??",misinformation,True,False,False
Ela é contra a cloroquina. É contra a ivermectina. É contra a ozonioterapia [no tratamento da Covid-19],She's against chloroquine. It's against ivermectin. It is against ozone therapy [in the treatment of Covid-19],factual,True,False,False
"Repassando: Primeira fase de imunização dos Idosos 01 de março - 74 anos 02 de março - 73 anos (...) 25 de março - 56 anos 26 de março - 55 anos Se vc não chegou nessas faixas etárias, algum amigo ou familiar seu com certeza sim, repasse vc tbem","Reviewing: First phase of immunization of the Elderly March 1st - 74 years old March 2nd - 73 years old (...) March 25th - 56 years old March 26th - 55 years old If you haven't arrived in these age groups, a friend or relative of yours for sure, pass you on too",misinformation,True,False,False
Pico do vírus será de 6 a 20 de abril de 2021,"Virus peak will be April 6-20, 2021",misinformation,True,False,False
"O pico do vírus será de 06 a 20 de abril, se o pico dos casos for realmente nestes dias, a maioria das pessoas se contaminarão entre hoje e a próxima quarta-feira. Para que o pico seja mais brando, precisamos aumenta o isolamento social. Envie aos amigos, vizinhos e familiares. Unimed Cataguases","The peak of the virus will be from the 6th to the 20th of April, if the peak of the cases is really these days, most people will be infected between now and the next Wednesday. For the peak to be milder, we need to increase social isolation. Send to friends, neighbors and family. Unimed Cataguases",misinformation,True,False,False
“Somos o quinto país que mais vacinou”,"""We are the fifth country with the most vaccinations""",factual,True,False,False
Previsão de vacinação para o Covid fonte: Ministério da Saúde. 69 à 71 anos - 27/03 68 à 66 anos - 04/04 65 à 63 anos - 12/04 62 à 60 anos - 20/04 59 à 57 anos - 28/04 56 à 54 anos - 06/05 53 à 51 anos - 14/05 50 à 48 anos - 22/05 47 à 45 anos - 30/05 44 à 42 anos - 07/06 41 à 39 anos - 15/06 38 à 36 anos - 23/06 35 à 33 anos - 01/07 32 à 30 anos - 08/07 29 à 27 anos - 16/07 26 à 24 anos - 24/07 23 à 21 anos - 01/08 20 à 18 anos - 08/08 Vamos acompanhar,Vaccination forecast for Covid source: Ministry of Health. 69 to 71 years old - 27/03 68 to 66 years old - 04/04 65 to 63 years old - 12/04 62 to 60 years old - 20/04 59 to 57 years old - 28 /04 56 to 54 years old - 06/05 53 to 51 years old - 14/05 50 to 48 years old - 22/05 47 to 45 years old - 30/05 44 to 42 years old - 07/06 41 to 39 years old - 15/06 38 to 36 years old - 23/06 35 to 33 years old - 01/07 32 to 30 years old - 08/07 29 to 27 years old - 16/07 26 to 24 years old - 24/07 23 to 21 years old - 01/08 20 to 18 years old - 08/08 Let's follow up,misinformation,True,False,False
Única vacina brasileira realmente aprovada pela ANVISA (...),The only Brazilian vaccine actually approved by ANVISA (...),misinformation,True,False,False
CPF CURA COVID EM SÃO PAULO Terça-feira: recorde de 1.021 mortes Quarta-feira: 281 mortes,"CPF CURA COVID IN SÃO PAULO Tuesday: record 1,021 deaths Wednesday: 281 deaths",misinformation,True,False,False
"Em mais uma decisão questionável, STF ignora a história e proíbe Bíblia em escolas e bibliotecas públicas","In yet another questionable decision, STF ignores history and bans Bibles in schools and public libraries",misinformation,True,False,False
"Pesquisa realizada esta semana! INSTITUTO PARANÁ - pesquisa registrada no TSE: Bolsonaro Vence hoje em todos os estados, porque o povo quer que ele continue! _ Acre: Bolsonaro 74,18 % _ Alagoas:Bolsonaro 58,36% _ Amapá: Bolsonaro 72,29% _ Amazonas: Bolsonaro 66,18% _ Bahia: Bolsonaro 69,62% _ Ceará: Bolsonaro 67,46% _ Distrito federal: Bolsonaro 71,25% _ Espírito santo: Bolsonaro 80,70% _ Goiás: Bolsonaro 77,25% _ Maranhão: Bolsonaro 61,90% _ Mato Grosso: Bolsonaro 60,36% _ Mato Grosso Sul: Bolsonaro 54,55% _ Minas:;Bolsonaro 62,81% _ Pará: Bolsonaro 59,67% _ Paraíba: Bolsonaro 60,91% Paraná: Bolsonaro 67,88% _ Pernambuco: Bolsonaro 68,09% _ Piauí: Bolsonaro 65,71% _ Rio Janeiro: Bolsonaro 69,72% _ Rio Grande Norte:Bolsonaro 76,51% _ Rio Grande Sul: Bolsonaro 69,39% _ Rondônia Bolsonaro 69,85 % _ Roraima: Bolsonaro 60,43% _ Santa Catarina: Bolsonaro 82,41% _ São Paulo: Bolsonaro 71,47% _ Sergipe: Bolsonaro 61,13% _ Tocantins: Bolsonaro 61,23%","Survey conducted this week! INSTITUTO PARANÁ - survey registered at the TSE: Bolsonaro Wins today in all states, because the people want him to continue! _ Acre: Bolsonaro 74.18% _ Alagoas: Bolsonaro 58.36% _ Amapá: Bolsonaro 72.29% _ Amazonas: Bolsonaro 66.18% _ Bahia: Bolsonaro 69.62% _ Ceará: Bolsonaro 67.46% _ District federal: Bolsonaro 71.25% _ Espírito santo: Bolsonaro 80.70% _ Goiás: Bolsonaro 77.25% _ Maranhão: Bolsonaro 61.90% _ Mato Grosso: Bolsonaro 60.36% _ Mato Grosso Sul: Bolsonaro 54.55 % _ Minas:;Bolsonaro 62.81% _ Pará: Bolsonaro 59.67% _ Paraíba: Bolsonaro 60.91% Paraná: Bolsonaro 67.88% _ Pernambuco: Bolsonaro 68.09% _ Piauí: Bolsonaro 65.71% _ Rio Janeiro: Bolsonaro 69.72% _ Rio Grande Norte: Bolsonaro 76.51% _ Rio Grande Sul: Bolsonaro 69.39% _ Rondônia Bolsonaro 69.85 % _ Roraima: Bolsonaro 60.43% _ Santa Catarina: Bolsonaro 82, 41% _ São Paulo: Bolsonaro 71.47% _ Sergipe: Bolsonaro 61.13% _ Tocantins: Bolsonaro 61.23%",misinformation,False,False,True
Pfizer admite em seu próprio documento de mRNA que os não vacinados podem ser expostos às proteínas spike da vacina por inalação ou contato com a pele,Pfizer admits in its own mRNA document that unvaccinated ones can be exposed to vaccine spike proteins by inhalation or skin contact,misinformation,True,False,False
"“BIDEN É RACISTA TAMBÉM? APÓS CRISE MIGRATÓRIA, BIDEN RETOMA CONSTRUÇÃO DO MURO DE TRUMP”","“IS BIDEN RACIST TOO? AFTER MIGRATORY CRISIS, BIDEN RESUMES CONSTRUCTION OF THE TRUMP WALL""",misinformation,True,False,False
Quem está à frente da Palestina é o grupo terrorista chamado Hamas. E o Hamas está construindo uma base terrorista que eles chamam de embaixada,Who is at the head of Palestine is the terrorist group called Hamas. And Hamas is building a terrorist base they call an embassy,misinformation,False,False,True
"Selbst wenn PCR-Tests nur eine sehr geringe Fehlerquote haben, dann kommt bei Massenscreenings eine relevante Zahl falsch positiver Ergebnisse zustande, dann würden Gesunde fälschlicherweise als infiziert eingestuft.","Even if PCR tests have only a very low error rate, mass screenings produce a relevant number of false positive results and healthy people would be wrongly classified as infected.",misinformation,True,False,False
"Ein Vitamin-D-Mangel mache Menschen anfälliger für das neuartige Coronavirus, die Ausbreitung von Corona könne daher mit der Gabe von Vitamin D bekämpft werden.","A vitamin D deficiency makes people more susceptible to the novel coronavirus, the spread of corona can therefore be combated with the administration of vitamin D.",misinformation,True,False,False
Coronavirus was infecting people in the US since November 2019.,Coronavirus was infecting people in the US since November 2019.,misinformation,True,False,False
"Jedes Jahr würde man, wenn man es testen würde an Menschen, die an Atemwegserkrankungen gestorben sind, bei davon 2000 bis 3000 Menschen auch Corona-Viren nachweisen können.","Every year, if you were to test it on people who have died of respiratory diseases, you would also be able to detect corona viruses in 2,000 to 3,000 people.",misinformation,True,False,False
In Bayern hat es bisher sechs Ausbrüche von Covid19 an Schulen gegeben.,So far there have been six outbreaks of Covid19 in schools in Bavaria.,factual,True,False,False
Durch die vielen Corona-Tests steigt die Zahl der entdeckten Neuinfektionen.,"Due to the many corona tests, the number of new infections discovered is increasing.",misinformation,True,False,False
"Die Maskenpflicht ist eine ""medizinische Zwangsmaßnahme"". Die arbeitsmedizinischen Vorschriften für FFP2-Masken können im Alltag nicht umgesetzt werden. Angela Merkel hat 2020 20 Krankenhäuser und 3000 Krankenhausbetten geschlossen. Bisher sind 0,08 Prozent der deutschen Bevölkerung an Corona gestorben, das steht in keinem Verhältnis mit den Maßnahmen.","The mask requirement is a ""compulsory medical measure"". The occupational health regulations for FFP2 masks cannot be implemented in everyday life. Angela Merkel closed 20 hospitals and 3,000 hospital beds in 2020. So far, 0.08 percent of the German population has died of Corona, which is out of proportion to the measures.",misinformation,True,False,False
"Schadet der Lockdown laut WHO mehr, als er nützt? Ist die Zahl der Corona-Toten in Schweden seit dem Sommer ""sehr niedrig""? Sind die sinkenden Infektionszahlen in den Herkunftsländern der Virus-Varianten ein Indiz für die Ansteckungsgefahr?","According to the WHO, does the lockdown do more harm than good? Has the number of corona deaths in Sweden been ""very low"" since the summer? Are the falling numbers of infections in the countries of origin of the virus variants an indication of the risk of infection?",misinformation,True,False,False
"The UK has gone from being one of the top economic performers in terms of growth in the G7, Europe and the world to being bottom of the league in the last year.","The UK has gone from being one of the top economic performers in terms of growth in the G7, Europe and the world to being bottom of the league in the last year.",factual,True,False,False
"If the new coronavirus is exposed to a temperature of 26-27ºC it will be killed, as it does not live in hot regions. Also drinking hot water and sun exposure will do the trick and staying away from ice cream and cold food is advised.","If the new coronavirus is exposed to a temperature of 26-27ºC it will be killed, as it does not live in hot regions. Also drinking hot water and sun exposure will do the trick and staying away from ice cream and cold food is advised.",misinformation,True,False,False
Wearing protective gloves doesn’t prevent the spread of coronavirus.,Wearing protective gloves doesn’t prevent the spread of coronavirus.,factual,True,False,False
The Covid-19 death rate as a percentage of the population is 0.0024%.,The Covid-19 death rate as a percentage of the population is 0.0024%.,misinformation,True,False,False
"3,250 people investigate benefit fraud compared to 300 who investigate tax evasion.","3,250 people investigate benefit fraud compared to 300 who investigate tax evasion.",misinformation,True,False,False
79.7% of contacts of people who test positive for Covid-19 are reached.,79.7% of contacts of people who test positive for Covid-19 are reached.,misinformation,True,False,False
"Coronavirus may have been genetically engineered for “efficient spreading in the human population,” a bombshell new study has claimed.","Coronavirus may have been genetically engineered for “efficient spreading in the human population,” a bombshell new study has claimed.",misinformation,True,False,False
Sky News said there were 2 million people at the People’s Vote march on Saturday 19 October.,Sky News said there were 2 million people at the People’s Vote march on Saturday 19 October.,misinformation,True,False,False
There is no link between the severity of a Covid-19 infection and the chances of suffering “long Covid” afterwards,There is no link between the severity of a Covid-19 infection and the chances of suffering “long Covid” afterwards,misinformation,True,False,False
The BBC published a travel piece saying that there will be microchips in the upcoming vaccines funded by the Bill & Melinda Gates Foundation so they can track who has been vaccinated for coronavirus.,The BBC published a travel piece saying that there will be microchips in the upcoming vaccines funded by the Bill & Melinda Gates Foundation so they can track who has been vaccinated for coronavirus.,misinformation,True,False,False
The Conservatives’ ambition is a state pension age of 75.,The Conservatives’ ambition is a state pension age of 75.,misinformation,True,False,False
Wages have stopped rising.,Wages have stopped rising.,misinformation,True,False,False
"A new Covid-19 vaccine was tested on fit young military men. Of the 15 tested, 8 went to intensive care, 3 on ventilators and 5 people, four of them servicemen, are dead.","A new Covid-19 vaccine was tested on fit young military men. Of the 15 tested, 8 went to intensive care, 3 on ventilators and 5 people, four of them servicemen, are dead.",misinformation,True,False,False
“Coronavirus horror: Volunteer in Oxford University’s COVID-19 vaccine trial DIES”,“Coronavirus horror: Volunteer in Oxford University’s COVID-19 vaccine trial DIES”,misinformation,True,False,False
"The British public believe that 7% of the UK population has died from Coronavirus, a number 100 times higher than the recorded-death reality.","The British public believe that 7% of the UK population has died from Coronavirus, a number 100 times higher than the recorded-death reality.",misinformation,True,False,False
66% of coronavirus deaths in Spain are from care facilities.,66% of coronavirus deaths in Spain are from care facilities.,factual,True,False,False
19 million people in the UK have already been infected with the new coronavirus.,19 million people in the UK have already been infected with the new coronavirus.,misinformation,True,False,False
"According to NHS data, as of 21st January there have been 4,717 Covid-19 deaths of people between the ages of 0-59 in the UK.","According to NHS data, as of 21st January there have been 4,717 Covid-19 deaths of people between the ages of 0-59 in the UK.",misinformation,True,False,False
Dettol antiseptic spray says it kills human coronavirus.,Dettol antiseptic spray says it kills human coronavirus.,misinformation,True,False,False
The UK government no longer considers Covid-19 to be a “high consequence infectious disease”.,The UK government no longer considers Covid-19 to be a “high consequence infectious disease”.,misinformation,True,False,False
Data from a new app which tracks symptoms of Covid-19 claims that up to 6.6 million people in the UK have the disease.,Data from a new app which tracks symptoms of Covid-19 claims that up to 6.6 million people in the UK have the disease.,misinformation,True,False,False
The rules of lockdown have changed. Households can no longer mix inside a residential property or garden. That means families should not visit another family at their home.,The rules of lockdown have changed. Households can no longer mix inside a residential property or garden. That means families should not visit another family at their home.,factual,False,True,False
Covid-19 and influenza reports are being combined.,Covid-19 and influenza reports are being combined.,factual,True,False,False
The Covid-19 vaccines are in trials and are all experiments ending in 2023.,The Covid-19 vaccines are in trials and are all experiments ending in 2023.,misinformation,True,False,False
We don’t know the Covid-19 vaccines are safe because the trial of them is still underway and won’t finish until 2023 so anyone getting the vaccine is being experimented on.,We don’t know the Covid-19 vaccines are safe because the trial of them is still underway and won’t finish until 2023 so anyone getting the vaccine is being experimented on.,misinformation,True,False,False
The coronavirus vaccine will be mandatory.,The coronavirus vaccine will be mandatory.,misinformation,True,False,False
A video circulating on WhatsApp called “India is doing it” can hack your phone in ten seconds if opened or seen.,A video circulating on WhatsApp called “India is doing it” can hack your phone in ten seconds if opened or seen.,misinformation,False,True,False
"Boris Johnson has the support of more than half of the public to deliver Brexit by any means, including suspending Parliament, according to a poll.","Boris Johnson has the support of more than half of the public to deliver Brexit by any means, including suspending Parliament, according to a poll.",misinformation,True,False,False
53% of coronavirus deaths in Sweden are in care facilities.,53% of coronavirus deaths in Sweden are in care facilities.,misinformation,True,False,False
A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,misinformation,True,False,False
"It defies logic that Joe Biden secured more votes that Barack Obama. If only valid votes are counted, Donald Trump and Joe Biden share the popular vote.","It defies logic that Joe Biden secured more votes that Barack Obama. If only valid votes are counted, Donald Trump and Joe Biden share the popular vote.",misinformation,True,False,False
People over six foot tall are twice as likely to get coronavirus.,People over six foot tall are twice as likely to get coronavirus.,misinformation,True,False,False
Flu is killing many more people than Covid-19 at the moment.,Flu is killing many more people than Covid-19 at the moment.,misinformation,True,False,False
There has been a 400% increase in hate crime within the LGBT+ community.,There has been a 400% increase in hate crime within the LGBT+ community.,misinformation,True,False,False
Hydroxychloroquine and chloroquine are cures for the new coronavirus.,Hydroxychloroquine and chloroquine are cures for the new coronavirus.,misinformation,True,False,False
Antibiotics should be used to fight Covid-19.,Antibiotics should be used to fight Covid-19.,misinformation,True,False,False
Scientists knew about the new coronavirus long ago and called it “Disease X”.,Scientists knew about the new coronavirus long ago and called it “Disease X”.,misinformation,True,False,False
21 people were dying daily of Covid-19 in October in England.,21 people were dying daily of Covid-19 in October in England.,misinformation,True,False,False
This text message shows the government is monitoring people leaving the house during coronavirus lockdown.,This text message shows the government is monitoring people leaving the house during coronavirus lockdown.,misinformation,True,False,False
"62,000 people a day are tested for Covid-19 in the UK.","62,000 people a day are tested for Covid-19 in the UK.",misinformation,True,False,False
"330,000 people a day are being tested for Covid-19 under the Test and Trace programme.","330,000 people a day are being tested for Covid-19 under the Test and Trace programme.",misinformation,True,False,False
"The Daily Mail front page on 11/11/2019 said “An official report finds that Boris Johnson’s Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.”","The Daily Mail front page on 11/11/2019 said “An official report finds that Boris Johnson’s Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.”",misinformation,True,False,False
25% of coronavirus deaths in Wales are in care facilities.,25% of coronavirus deaths in Wales are in care facilities.,factual,True,False,False
"To minimise the risk of catching the new coronavirus, you should use public transport only when necessary, avoid kissing and shaking hands, and make visitors wash their hands as soon as they enter your house.","To minimise the risk of catching the new coronavirus, you should use public transport only when necessary, avoid kissing and shaking hands, and make visitors wash their hands as soon as they enter your house.",misinformation,True,False,False
There is a scam involving Santander customers being sent fake bank cards.,There is a scam involving Santander customers being sent fake bank cards.,misinformation,False,True,False
21 million people in China have died of coronavirus.,21 million people in China have died of coronavirus.,misinformation,True,False,False
21% of coronavirus deaths in England are in care facilities.,21% of coronavirus deaths in England are in care facilities.,factual,True,False,False
US patent 10130701 is for coronavirus.,US patent 10130701 is for coronavirus.,misinformation,True,False,False
These images are all from Black Lives Matter protests in London last weekend.,These images are all from Black Lives Matter protests in London last weekend.,misinformation,True,False,False
A film from 1956 predicted the Covid-19 pandemic,A film from 1956 predicted the Covid-19 pandemic,misinformation,True,False,False
Mobile roaming fees could return for Brits in the EU after Brexit after Theresa May confirms exit from bloc’s digital market.,Mobile roaming fees could return for Brits in the EU after Brexit after Theresa May confirms exit from bloc’s digital market.,factual,True,False,False
A vaccine for the coronavirus was being trialled in January 2020 days before the outbreak.,A vaccine for the coronavirus was being trialled in January 2020 days before the outbreak.,misinformation,True,False,False
The average age of death from Covid-19 is 82.,The average age of death from Covid-19 is 82.,factual,True,False,False
"Mas daí a gente pega o número de óbitos de 2020 e retira os que morreram por Covid, aproximadamente 200 mil. A tabela tem um crescimento negativo [em relação a 2019]. Mais um indício, ou melhor, uma constatação da supernotificação de casos de Covid","But then we take the number of deaths from 2020 and remove those who died by Covid, approximately 200 thousand. The table has a negative growth [compared to 2019]. One more clue, or rather, a finding of overreporting of Covid cases",misinformation,True,False,False
On average there are less than 10 deaths a week from Covid-19.,On average there are less than 10 deaths a week from Covid-19.,misinformation,True,False,False
"There were 922,000 adverse reactions as a result of the Covid-19 vaccines and it’s now closer to a million.","There were 922,000 adverse reactions as a result of the Covid-19 vaccines and it’s now closer to a million.",misinformation,True,False,False
A government document showing that 60-70% of Covid deaths over the summer will be among the vaccinated is proof that vaccines are intended for genocide.,A government document showing that 60-70% of Covid deaths over the summer will be among the vaccinated is proof that vaccines are intended for genocide.,misinformation,True,False,False
Covid-19 barely mutated before vaccines were rolled out.,Covid-19 barely mutated before vaccines were rolled out.,misinformation,True,False,False
Photograph of people filling the streets of Paris was taken during protests against Covid-19 regulations on 17 July 2021.,Photograph of people filling the streets of Paris was taken during protests against Covid-19 regulations on 17 July 2021.,misinformation,False,True,False
"Only hundreds, not thousands, of people have died of Covid without any other pre-existing condition mentioned on their death certificate.","Only hundreds, not thousands, of people have died of Covid without any other pre-existing condition mentioned on their death certificate.",misinformation,True,False,False
"The average age of Covid-19 deaths is higher than the average life expectancy, which means that people who get Covid live longer.","The average age of Covid-19 deaths is higher than the average life expectancy, which means that people who get Covid live longer.",misinformation,True,False,False
"In the UK on 1 July 2021, 66% had had their first vaccination, 49% had had their second, and there were 27,989 new cases of Covid-19.","In the UK on 1 July 2021, 66% had had their first vaccination, 49% had had their second, and there were 27,989 new cases of Covid-19.",factual,True,False,False
